company_id,industry,confidence,reason,batch_id
1,Technology,high,Database roles indicate a tech focus.,1
2,Finance & Insurance,high,Financial Analyst role suggests finance industry.,1
3,Consulting / Professional Services,medium,GIS roles often found in consulting.,1
4,Consulting / Professional Services,high,Business development and analytics indicate consulting.,1
5,Finance & Insurance,high,Financial Analyst role suggests finance industry.,1
6,Other / Unknown,low,General data management without clear industry.,1
7,Technology,high,Data reporting roles indicate a tech focus.,1
8,Technology,high,Market research in AI suggests tech industry.,1
9,Manufacturing,high,Manufactures water heating equipment.,1
10,Technology,high,Focus on IT and cybersecurity indicates tech.,1
11,Technology,high,Data Analyst roles indicate a tech focus.,1
12,Technology,high,Data Engineer role suggests a tech industry.,1
13,Technology,high,Data Engineer roles indicate a tech focus.,1
14,Finance & Insurance,high,Market intelligence in payments suggests finance.,1
15,Finance & Insurance,high,Insurance platform indicates finance industry.,1
16,Finance & Insurance,high,Generative AI in insurance suggests finance.,1
17,Real Estate,medium,Operations analytics in real estate context.,1
18,Technology,high,Data Engineer role indicates a tech focus.,1
19,Retail / E-commerce,high,Marketing role in Zappos indicates retail.,1
20,Real Estate,high,Single-family rental company indicates real estate.,1
21,Finance & Insurance,high,Financial Analyst role suggests finance industry.,1
22,Technology,high,Business intelligence roles indicate a tech focus.,1
23,Construction,medium,Market research in construction context.,1
24,Technology,high,Data Scientist roles indicate a tech focus.,1
25,Healthcare,high,Database management in a healthcare context.,1
26,Healthcare,high,FHIR Data Analyst role indicates healthcare focus.,1
27,Transportation / Logistics,medium,Operations analyst in logistics context.,1
28,Technology,high,Business Analyst roles indicate a tech focus.,1
29,Real Estate,high,Market research in real estate context.,1
30,Finance & Insurance,high,Product Analyst in insurance suggests finance.,1
31,Finance & Insurance,high,Data Analyst in banking indicates finance industry.,1
32,Technology,high,Data Engineer role indicates a tech focus.,1
33,Healthcare,high,Analytics in healthcare context suggests industry.,1
34,Healthcare,high,Global healthcare leader indicates healthcare industry.,1
35,Technology,high,Sales analytics in tech context suggests industry.,1
36,Finance & Insurance,high,Data product analyst in insurance suggests finance.,1
37,Government / Public Sector,high,Consulting for federal government indicates public sector.,1
38,Government / Public Sector,high,Consulting for federal government indicates public sector.,1
39,Government / Public Sector,high,Infrastructure projects for government indicate public sector.,1
40,Technology,high,Data analyst roles indicate a tech focus.,1
41,Government / Public Sector,high,Cyber operations for federal agencies indicates public sector.,1
42,Technology,high,Data & Reporting Analyst roles indicate a tech focus.,1
43,Technology,high,Business Analyst roles indicate a tech focus.,1
44,Technology,high,Data Engineer roles indicate a tech focus.,1
45,Technology,high,Marketing analytics in tech context suggests industry.,1
46,Consulting / Professional Services,high,Operations analyst in energy conservation indicates consulting.,1
47,Finance & Insurance,high,Data Engineer in financial services suggests finance.,1
48,Finance & Insurance,high,Financial Analyst role suggests finance industry.,1
49,Manufacturing,high,IT roles in manufacturing context suggest industry.,1
50,Technology,high,Business Analyst roles indicate a tech focus.,1
